Data,close
1995-01-25,4.76585
1995-01-26,4.76585
1995-01-27,4.81286
1995-01-30,4.76585
1995-01-31,4.76585
1995-02-01,4.86958
1995-02-02,4.86958
1995-02-03,4.76585
1995-02-06,5.01112
1995-02-07,5.52076
1995-02-08,5.41693
1995-02-09,5.06783
1995-02-10,5.06783
1995-02-13,4.9639
1995-02-14,5.16216
1995-02-15,5.02992
1995-02-16,5.14325
1995-02-17,5.08674
1995-02-20,4.90739
1995-02-21,4.65252
1995-02-22,4.70913
1995-02-23,4.79406
1995-02-24,5.26589
1995-02-27,4.74704
1995-02-28,4.76585
1995-03-01,4.83187
1995-03-02,4.9639
1995-03-03,5.02992
1995-03-06,5.01112
1995-03-07,4.9639
1995-03-08,5.02992
1995-03-09,5.04893
1995-03-10,4.98291
1995-03-13,4.9451
1995-03-14,4.86958
1995-03-15,4.9639
1995-03-16,4.86958
1995-03-17,4.88848
1995-03-20,4.81286
1995-03-21,4.83187
1995-03-22,4.81286
1995-03-23,4.76585
1995-03-24,4.79406
1995-03-27,4.81286
1995-03-28,4.74704
1995-03-29,4.65252
1995-03-30,4.67142
1995-03-31,4.76585
1995-04-03,4.86958
1995-04-04,4.9639
1995-04-05,4.9639
1995-04-06,5.02992
1995-04-07,5.16216
1995-04-10,5.70001
1995-04-11,5.73772
1995-04-12,5.73772
1995-04-13,5.48295
1995-04-14,5.61509
1995-04-18,6.06812
1995-04-19,6.66268
1995-04-20,6.56826
1995-04-21,6.3701
1995-04-24,6.68159
1995-04-25,6.56826
1995-04-26,6.03041
1995-04-27,6.13414
1995-04-28,6.17195
1995-05-04,6.38901
1995-05-05,6.60607
1995-05-09,6.95527
1995-05-10,7.66297
1995-05-11,8.36146
1995-05-12,7.96495
1995-05-15,8.4746
1995-05-16,7.62526
1995-05-17,7.62526
1995-05-18,7.35168
1995-05-19,7.29496
1995-05-22,6.80422
1995-05-23,6.13414
1995-05-24,6.7193
1995-05-25,7.37048
1995-05-26,7.23825
1995-05-29,7.23825
1995-05-30,6.91746
1995-05-31,6.24747
1995-06-01,6.17195
1995-06-02,6.26627
1995-06-05,6.46453
1995-06-06,6.75701
1995-06-07,6.95527
1995-06-08,6.75701
1995-06-09,6.56826
1995-06-12,6.19075
1995-06-13,6.3701
1995-06-14,6.56826
1995-06-16,6.17195
1995-06-19,6.17195
1995-06-20,6.3701
1995-06-21,6.3701
1995-06-22,6.26627
1995-06-23,6.40781
1995-06-26,6.73811
1995-06-27,6.75701
1995-06-28,6.20976
1995-06-29,6.3701
1995-06-30,6.3701
1995-07-03,6.46453
1995-07-04,6.22856
1995-07-05,5.97379
1995-07-06,5.97379
1995-07-07,6.03041
1995-07-10,5.43584
1995-07-11,5.53967
1995-07-12,5.37922
1995-07-13,5.50186
1995-07-14,5.50186
1995-07-17,5.6528
1995-07-18,5.63389
1995-07-19,5.55847
1995-07-20,5.39803
1995-07-21,5.26589
1995-07-24,4.9639
1995-07-25,5.08674
1995-07-26,5.08674
1995-07-27,5.59618
1995-07-28,6.15304
1995-07-31,5.79444
1995-08-01,5.77553
1995-08-02,5.86996
1995-08-03,5.73772
1995-08-04,5.63389
1995-08-07,5.68121
1995-08-08,5.41693
1995-08-09,5.36032
1995-08-10,5.61509
1995-08-11,5.57738
1995-08-16,5.75673
1995-08-17,5.75673
1995-08-18,5.75673
1995-08-21,5.53967
1995-08-22,5.77553
1995-08-23,5.77553
1995-08-24,5.71892
1995-08-25,5.75673
1995-08-28,5.97379
1995-08-29,6.06812
1995-08-30,6.06812
1995-08-31,6.06812
1995-09-01,6.17195
1995-09-04,6.46453
1995-09-05,6.62487
1995-09-06,6.66268
1995-09-07,6.75701
1995-09-08,7.04009
1995-09-11,7.37048
1995-09-12,7.33267
1995-09-13,7.15342
1995-09-14,7.38939
1995-09-15,7.31387
1995-09-18,6.95527
1995-09-19,6.26627
1995-09-20,6.22856
1995-09-21,6.32289
1995-09-22,6.24747
1995-09-25,6.28518
1995-09-26,6.3701
1995-09-27,6.56826
1995-09-28,5.91707
1995-09-29,6.28518
1995-10-02,6.3701
1995-10-03,6.32289
1995-10-04,5.97379
1995-10-05,5.86996
1995-10-06,6.06812
1995-10-09,5.79444
1995-10-10,5.73772
1995-10-11,5.71892
1995-10-12,5.71892
1995-10-13,5.68121
1995-10-16,5.63389
1995-10-17,5.77553
1995-10-18,5.73772
1995-10-19,5.57738
1995-10-20,5.26589
1995-10-23,5.26589
1995-10-24,5.16216
1995-10-25,5.16216
1995-10-26,5.26589
1995-10-27,5.46415
1995-10-30,5.46415
1995-10-31,5.3037
1995-11-02,5.46415
1995-11-03,5.57738
1995-11-06,5.70001
1995-11-07,5.68121
1995-11-08,5.73772
1995-11-09,5.55847
1995-11-10,5.3037
1995-11-13,5.28489
1995-11-14,5.28489
1995-11-15,5.32261
1995-11-16,5.24708
1995-11-17,5.26589
1995-11-20,4.9639
1995-11-21,5.12445
1995-11-22,5.32261
1995-11-23,5.32261
1995-11-24,5.18097
1995-11-27,5.26589
1995-11-28,5.18097
1995-11-29,5.24708
1995-11-30,5.43584
1995-12-01,5.57738
1995-12-04,5.57738
1995-12-05,5.77553
1995-12-06,5.68121
1995-12-07,5.68121
1995-12-08,5.55847
1995-12-11,5.73772
1995-12-12,5.63389
1995-12-13,5.57738
1995-12-14,5.57738
1995-12-15,5.52076
1995-12-18,5.53967
1995-12-19,5.48295
1995-12-20,4.92619
1995-12-21,5.01112
1995-12-22,5.06783
1995-12-27,5.16216
1995-12-28,5.16216
1995-12-29,4.92619
1996-01-02,5.04893
1996-01-03,5.08674
1996-01-04,5.14325
1996-01-05,5.36032
1996-01-08,5.39803
1996-01-09,5.57738
1996-01-10,5.55847
1996-01-11,5.68121
1996-01-12,5.57738
1996-01-15,5.39803
1996-01-16,5.57738
1996-01-17,5.75673
1996-01-18,5.57738
1996-01-19,5.39803
1996-01-22,5.57738
1996-01-23,5.41693
1996-01-24,5.57738
1996-01-25,5.68121
1996-01-26,5.77553
1996-01-29,6.15304
1996-01-30,6.06812
1996-01-31,6.17195
1996-02-01,5.97379
1996-02-02,5.97379
1996-02-05,5.73772
1996-02-06,5.73772
1996-02-07,5.57738
1996-02-08,5.57738
1996-02-09,5.73772
1996-02-12,6.04931
1996-02-13,5.52076
1996-02-14,5.63389
1996-02-15,5.46415
1996-02-16,5.39803
1996-02-19,5.39803
1996-02-20,5.37922
1996-02-21,5.26589
1996-02-22,5.37922
1996-02-23,5.26589
1996-02-26,5.37922
1996-02-27,5.52076
1996-02-28,5.53967
1996-02-29,5.77553
1996-03-01,5.86996
1996-03-04,6.0116
1996-03-05,5.97379
1996-03-06,5.86996
1996-03-07,5.86996
1996-03-08,5.85105
1996-03-11,5.81324
1996-03-12,5.73772
1996-03-13,5.73772
1996-03-14,5.75673
1996-03-15,5.75673
1996-03-18,5.93598
1996-03-19,6.06812
1996-03-20,5.86996
1996-03-21,5.86996
1996-03-22,5.63389
1996-03-25,5.46415
1996-03-26,5.55847
1996-03-27,5.6528
1996-03-28,5.55847
1996-03-29,5.63389
1996-04-01,5.6528
1996-04-02,5.53967
1996-04-03,5.55847
1996-04-04,5.57738
1996-04-05,5.68121
1996-04-09,5.77553
1996-04-10,5.85105
1996-04-11,5.77553
1996-04-12,5.77553
1996-04-15,5.68121
1996-04-16,5.73772
1996-04-17,5.79444
1996-04-18,5.83225
1996-04-19,5.77553
1996-04-22,5.86996
1996-04-23,6.06812
1996-04-24,6.3701
1996-04-25,6.75701
1996-04-26,6.66268
1996-04-29,6.75701
1996-04-30,6.7193
1996-05-06,7.15342
1996-05-07,7.60635
1996-05-08,7.60635
1996-05-09,7.56854
1996-05-10,7.35168
1996-05-13,7.31387
1996-05-14,7.13462
1996-05-15,6.95527
1996-05-16,6.89855
1996-05-17,6.86074
1996-05-20,6.64378
1996-05-21,6.3701
1996-05-22,6.40781
1996-05-23,6.42672
1996-05-24,6.53995
1996-05-27,6.62487
1996-05-28,6.62487
1996-05-29,6.50224
1996-05-30,6.30398
1996-05-31,6.3701
1996-06-03,6.32289
1996-06-04,6.38901
1996-06-05,6.26627
1996-06-07,6.30398
1996-06-10,6.42672
1996-06-11,6.53995
1996-06-12,6.58716
1996-06-13,6.77592
1996-06-14,6.56826
1996-06-17,6.58716
1996-06-18,6.64378
1996-06-19,6.56826
1996-06-20,6.26627
1996-06-21,6.87965
1996-06-24,7.44591
1996-06-25,7.44591
1996-06-26,7.58755
1996-06-27,7.7668
1996-06-28,7.82341
1996-07-01,7.80451
1996-07-02,7.62526
1996-07-03,7.58755
1996-07-04,7.82341
1996-07-05,7.82341
1996-07-08,7.4082
1996-07-09,7.35168
1996-07-10,7.27606
1996-07-11,7.25725
1996-07-12,7.25725
1996-07-15,7.33267
1996-07-16,7.11561
1996-07-17,6.84194
1996-07-18,6.82303
1996-07-19,6.7193
1996-07-22,6.56826
1996-07-23,6.56826
1996-07-24,6.58716
1996-07-25,6.62487
1996-07-26,6.62487
1996-07-29,6.87965
1996-07-30,6.80422
1996-07-31,6.86074
1996-08-01,6.66268
1996-08-02,6.53995
1996-08-05,6.7193
1996-08-06,6.86074
1996-08-07,6.7193
1996-08-08,6.7193
1996-08-09,6.80422
1996-08-12,6.77592
1996-08-13,6.7193
1996-08-14,6.73811
1996-08-16,6.93636
1996-08-19,7.09681
1996-08-20,7.059
1996-08-21,6.95527
1996-08-22,6.95527
1996-08-23,6.82303
1996-08-26,6.87965
1996-08-27,6.87965
1996-08-28,6.87965
1996-08-29,6.87965
1996-08-30,7.0778
1996-09-02,7.27606
1996-09-03,7.35168
1996-09-04,7.09681
1996-09-05,7.059
1996-09-06,6.97407
1996-09-09,6.99298
1996-09-10,7.059
1996-09-11,7.059
1996-09-12,7.11561
1996-09-13,7.25725
1996-09-16,7.23825
1996-09-17,7.25725
1996-09-18,7.25725
1996-09-19,6.99298
1996-09-20,6.97407
1996-09-23,7.13462
1996-09-24,7.04009
1996-09-25,6.91746
1996-09-26,6.80422
1996-09-27,6.87965
1996-09-30,6.75701
1996-10-01,6.80422
1996-10-02,6.84194
1996-10-03,6.89855
1996-10-04,7.02129
1996-10-07,7.25725
1996-10-08,7.37048
1996-10-09,7.53083
1996-10-10,7.56854
1996-10-11,7.60635
1996-10-14,7.47431
1996-10-15,7.47431
1996-10-16,7.47431
1996-10-17,7.56854
1996-10-18,7.37048
1996-10-21,7.47431
1996-10-22,7.38939
1996-10-23,7.53083
1996-10-24,7.35168
1996-10-25,7.35168
1996-10-28,7.25725
1996-10-29,7.15342
1996-10-30,7.31387
1996-10-31,7.53083
1996-11-04,7.44591
1996-11-05,7.44591
1996-11-06,7.64406
1996-11-07,7.71018
1996-11-08,7.7668
1996-11-12,7.80451
1996-11-13,7.72909
1996-11-14,7.7668
1996-11-15,7.96495
1996-11-18,8.04057
1996-11-19,8.04057
1996-11-20,8.07828
1996-11-21,8.16311
1996-11-22,8.59733
1996-11-25,8.67275
1996-11-26,8.55012
1996-11-27,8.55012
1996-11-28,8.20092
1996-11-29,8.36146
1996-12-02,8.4746
1996-12-03,8.36146
1996-12-04,8.31415
1996-12-05,8.94633
1996-12-06,8.90862
1996-12-09,8.39917
1996-12-10,8.55012
1996-12-11,8.51241
1996-12-12,8.55012
1996-12-13,8.55012
1996-12-16,8.55012
1996-12-17,8.55012
1996-12-18,8.8332
1996-12-19,8.71046
1996-12-20,8.87091
1996-12-23,9.06916
1996-12-24,8.94633
1996-12-30,9.14459
1996-12-31,9.50299
1997-01-02,9.41787
1997-01-03,9.50299
1997-01-06,9.50299
1997-01-07,9.81379
1997-01-08,10.2493
1997-01-09,10.4473
1997-01-10,10.5601
1997-01-13,10.8432
1997-01-14,11.0421
1997-01-15,11.3529
1997-01-16,12.1467
1997-01-17,13.3256
1997-01-20,13.7225
1997-01-21,13.2494
1997-01-22,14.5054
1997-01-23,15.9297
1997-01-24,17.5064
1997-01-27,19.194
1997-01-28,18.2894
1997-01-29,16.5147
1997-01-30,16.7136
1997-01-31,16.0049
1997-02-03,16.9116
1997-02-04,16.5147
1997-02-05,16.9116
1997-02-06,19.1208
1997-02-07,20.3838
1997-02-10,20.4976
1997-02-11,22.593
1997-02-12,21.6774
1997-02-13,24.2816
1997-02-14,24.5557
1997-02-17,24.6785
1997-02-18,23.2621
1997-02-19,23.8857
1997-02-20,23.5749
1997-02-21,21.8754
1997-02-24,21.0925
1997-02-25,20.8945
1997-02-26,20.7718
1997-02-27,19.9869
1997-02-28,19.5909
1997-03-03,19.1208
1997-03-04,20.4976
1997-03-05,20.1017
1997-03-06,21.9981
1997-03-07,21.6012
1997-03-10,24.7547
1997-03-11,25.6594
1997-03-12,24.9527
1997-03-13,21.8002
1997-03-14,20.4976
1997-03-17,20.3838
1997-03-18,19.5909
1997-03-19,20.2996
1997-03-20,19.9037
1997-03-21,20.3838
1997-03-24,20.3838
1997-03-25,21.0925
1997-03-26,22.6682
1997-03-27,22.4703
1997-04-01,19.9037
1997-04-02,20.5817
1997-04-03,19.9869
1997-04-04,21.0925
1997-04-07,21.4884
1997-04-08,20.9697
1997-04-09,21.4884
1997-04-10,20.8945
1997-04-11,20.7718
1997-04-14,19.9037
1997-04-15,20.1017
1997-04-16,20.6965
1997-04-17,20.7718
1997-04-18,21.4884
1997-04-21,21.4033
1997-04-22,21.8002
1997-04-23,22.0743
1997-04-24,21.8002
1997-04-25,21.2053
1997-04-28,20.6965
1997-04-29,20.6965
1997-04-30,21.6012
1997-05-05,22.6682
1997-05-06,21.8002
1997-05-07,21.8754
1997-05-08,21.6774
1997-05-09,21.2053
1997-05-12,21.2904
1997-05-13,20.9697
1997-05-14,21.8002
1997-05-15,21.6012
1997-05-16,21.6012
1997-05-19,21.6012
1997-05-20,21.6012
1997-05-21,21.4884
1997-05-22,21.6012
1997-05-23,21.2053
1997-05-26,21.0925
1997-05-27,21.0925
1997-05-28,20.8945
1997-05-30,20.6965
1997-06-02,20.5817
1997-06-03,20.1017
1997-06-04,20.1017
1997-06-05,20.3838
1997-06-06,20.5817
1997-06-09,20.1858
1997-06-10,20.1017
1997-06-11,20.3838
1997-06-12,19.5167
1997-06-13,19.5167
1997-06-16,18.9961
1997-06-17,18.8832
1997-06-18,19.1208
1997-06-19,20.8945
1997-06-20,19.9037
1997-06-23,18.9961
1997-06-24,19.3188
1997-06-25,18.6091
1997-06-26,17.8925
1997-06-27,18.4873
1997-06-30,17.5064
1997-07-01,17.3075
1997-07-02,17.0333
1997-07-03,18.0914
1997-07-04,19.3188
1997-07-07,19.3188
1997-07-08,19.5167
1997-07-09,19.1208
1997-07-10,18.6853
1997-07-11,17.8925
1997-07-14,17.5064
1997-07-15,17.7044
1997-07-16,16.5147
1997-07-17,16.9116
1997-07-18,15.5338
1997-07-21,16.1188
1997-07-22,16.3167
1997-07-23,16.3167
1997-07-24,16.7879
1997-07-25,16.9116
1997-07-28,17.8925
1997-07-29,19.5909
1997-07-30,21.4884
1997-07-31,20.6965
1997-08-01,21.0925
1997-08-04,22.2723
1997-08-05,23.8857
1997-08-06,22.1961
1997-08-07,23.178
1997-08-08,23.5749
1997-08-11,23.178
1997-08-12,23.178
1997-08-13,23.0641
1997-08-14,22.394
1997-08-18,22.4703
1997-08-19,22.6682
1997-08-20,22.394
1997-08-21,22.4703
1997-08-22,22.782
1997-08-25,22.2723
1997-08-26,22.4703
1997-08-27,21.8754
1997-08-28,22.8662
1997-08-29,22.0743
1997-09-01,22.2723
1997-09-02,21.8754
1997-09-03,22.2723
1997-09-04,22.2723
1997-09-05,21.9981
1997-09-08,21.6774
1997-09-09,21.9981
1997-09-10,22.2723
1997-09-11,24.4805
1997-09-12,25.1506
1997-09-15,25.0744
1997-09-16,24.4805
1997-09-17,24.2816
1997-09-18,24.0836
1997-09-19,23.5749
1997-09-22,24.1697
1997-09-23,23.6966
1997-09-24,23.3769
1997-09-25,22.98
1997-09-26,23.3769
1997-09-29,22.782
1997-09-30,22.0743
1997-10-01,22.394
1997-10-02,22.593
1997-10-03,22.8662
1997-10-06,22.6682
1997-10-07,22.4703
1997-10-08,22.8662
1997-10-09,22.2723
1997-10-10,22.1961
1997-10-13,22.6682
1997-10-14,22.8662
1997-10-15,23.178
1997-10-16,23.0641
1997-10-17,23.178
1997-10-20,23.2621
1997-10-21,22.98
1997-10-22,22.6682
1997-10-23,21.8754
1997-10-24,22.1961
1997-10-27,20.1017
1997-10-28,17.5064
1997-10-29,20.6965
1997-10-30,18.8832
1997-10-31,19.7889
1997-11-03,20.3838
1997-11-04,20.6965
1997-11-05,19.9037
1997-11-06,20.1017
1997-11-07,19.3188
1997-11-12,17.8925
1997-11-13,17.1095
1997-11-14,17.5064
1997-11-17,18.0914
1997-11-18,17.3075
1997-11-19,17.1095
1997-11-20,17.1095
1997-11-21,17.8925
1997-11-24,17.1095
1997-11-25,17.8163
1997-11-26,17.3075
1997-11-27,17.3075
1997-11-28,17.4203
1997-12-01,18.6853
1997-12-02,19.3188
1997-12-03,19.1208
1997-12-04,19.3188
1997-12-05,18.6853
1997-12-08,18.6091
1997-12-09,19.393
1997-12-10,18.808
1997-12-11,17.5064
1997-12-12,17.7044
1997-12-15,18.6091
1997-12-16,18.2894
1997-12-17,18.0914
1997-12-18,17.8925
1997-12-19,16.2029
1997-12-22,16.4018
1997-12-23,17.4203
1997-12-29,18.6853
1997-12-30,17.8925
1997-12-31,18.808
1998-01-05,18.0914
1998-01-06,17.8925
1998-01-07,17.7044
1998-01-08,17.7044
1998-01-09,17.8925
1998-01-12,16.1188
1998-01-13,17.0333
1998-01-14,17.8163
1998-01-15,17.3075
1998-01-16,17.8925
1998-01-19,17.5064
1998-01-20,17.4203
1998-01-21,17.6183
1998-01-22,18.2894
1998-01-23,18.6853
1998-01-26,18.0914
1998-01-27,18.4873
1998-01-28,18.808
1998-01-29,18.6091
1998-01-30,17.8925
1998-02-02,18.8832
1998-02-03,18.9961
1998-02-04,18.4111
1998-02-05,19.9037
1998-02-06,19.9037
1998-02-09,21.2904
1998-02-10,21.4884
1998-02-11,21.0925
1998-02-12,19.7147
1998-02-13,19.5909
1998-02-16,18.6853
1998-02-17,18.8832
1998-02-18,19.393
1998-02-19,19.194
1998-02-20,18.6853
1998-02-23,19.5167
1998-02-24,18.8832
1998-02-25,18.808
1998-02-26,18.6091
1998-02-27,18.6853
1998-03-02,18.8832
1998-03-03,18.0152
1998-03-04,18.0152
1998-03-05,17.5064
1998-03-06,18.0152
1998-03-09,18.6853
1998-03-10,18.6853
1998-03-11,18.2132
1998-03-12,18.4873
1998-03-13,18.0914
1998-03-16,18.0914
1998-03-17,17.8163
1998-03-18,18.0914
1998-03-19,17.7044
1998-03-20,17.5064
1998-03-23,17.5064
1998-03-24,17.3075
1998-03-25,17.7044
1998-03-26,17.4203
1998-03-27,17.6183
1998-03-30,17.3075
1998-03-31,17.7044
1998-04-01,16.9116
1998-04-02,17.0333
1998-04-06,17.1095
1998-04-07,17.0333
1998-04-08,16.7879
1998-04-09,16.7879
1998-04-14,16.9116
1998-04-15,16.9116
1998-04-16,17.1095
1998-04-17,17.5064
1998-04-20,16.9116
1998-04-21,16.1188
1998-04-22,15.807
1998-04-23,16.9116
1998-04-24,17.7044
1998-04-27,17.1095
1998-04-28,16.7879
1998-04-29,16.5998
1998-04-30,16.7136
1998-05-04,16.5998
1998-05-05,16.4018
1998-05-06,16.5998
1998-05-07,16.2029
1998-05-08,15.9297
1998-05-11,15.4111
1998-05-12,15.2121
1998-05-13,14.5054
1998-05-14,14.3074
1998-05-15,14.4292
1998-05-18,14.1085
1998-05-19,14.7034
1998-05-20,14.3074
1998-05-21,15.2121
1998-05-22,14.7034
1998-05-25,14.3074
1998-05-26,14.4292
1998-05-27,12.9296
1998-05-28,12.7307
1998-05-29,12.4199
1998-06-01,11.6271
1998-06-02,11.3529
1998-06-03,12.221
1998-06-04,12.8534
1998-06-05,13.0514
1998-06-08,12.4199
1998-06-09,12.1467
1998-06-10,12.3348
1998-06-15,10.758
1998-06-16,11.7488
1998-06-17,12.023
1998-06-18,12.3348
1998-06-19,13.1276
1998-06-22,14.3074
1998-06-23,14.9389
1998-06-24,14.7034
1998-06-25,14.7034
1998-06-26,14.4292
1998-06-29,13.4384
1998-06-30,14.3074
1998-07-01,13.6364
1998-07-02,13.2494
1998-07-03,13.2494
1998-07-06,12.9296
1998-07-07,12.8534
1998-07-08,12.4199
1998-07-09,12.9296
1998-07-10,12.6555
1998-07-13,12.6555
1998-07-14,12.3348
1998-07-15,12.221
1998-07-16,12.4199
1998-07-17,12.3348
1998-07-20,12.8534
1998-07-21,12.023
1998-07-22,11.2401
1998-07-23,11.9468
1998-07-24,11.6271
1998-07-27,10.956
1998-07-28,10.758
1998-07-29,10.956
1998-07-30,10.956
1998-07-31,11.0421
1998-08-03,10.5601
1998-08-04,10.5601
1998-08-05,9.77617
1998-08-06,9.89
1998-08-07,10.2493
1998-08-10,9.9385
1998-08-11,9.10668
1998-08-12,9.5406
1998-08-13,8.94633
1998-08-14,9.5406
1998-08-17,9.38026
1998-08-18,9.41787
1998-08-19,10.3255
1998-08-20,11.0421
1998-08-21,10.1365
1998-08-24,10.6452
1998-08-25,10.3255
1998-08-26,9.65443
1998-08-27,8.94633
1998-08-28,8.67275
1998-08-31,8.98424
1998-09-01,8.74827
1998-09-02,9.41787
1998-09-03,9.57821
1998-09-04,9.61583
1998-09-07,9.70194
1998-09-08,9.61583
1998-09-09,9.50299
1998-09-10,9.5406
1998-09-11,9.46637
1998-09-14,9.57821
1998-09-15,9.14459
1998-09-16,9.34274
1998-09-17,8.55012
1998-09-18,8.39917
1998-09-21,7.88013
1998-09-22,8.39917
1998-09-23,8.55012
1998-09-24,8.79539
1998-09-25,8.74827
1998-09-28,9.14459
1998-09-29,8.94633
1998-09-30,8.94633
1998-10-01,8.23863
1998-10-02,8.20092
1998-10-05,8.16311
1998-10-06,7.84232
1998-10-07,7.84232
1998-10-08,7.7856
1998-10-09,7.96495
1998-10-12,8.20092
1998-10-13,8.16311
1998-10-14,7.96495
1998-10-15,7.71018
1998-10-16,7.86112
1998-10-19,7.7668
1998-10-20,7.66297
1998-10-21,7.53083
1998-10-22,7.74789
1998-10-23,7.74789
1998-10-26,7.66297
1998-10-27,7.58755
1998-10-28,7.29496
1998-10-29,7.33267
1998-10-30,7.56854
1998-11-02,8.36146
1998-11-03,8.1254
1998-11-04,8.4746
1998-11-05,7.96495
1998-11-06,7.37048
1998-11-09,7.21004
1998-11-10,6.82303
1998-11-12,6.52104
1998-11-13,6.75701
1998-11-16,7.35168
1998-11-17,6.86074
1998-11-18,6.80422
1998-11-19,6.80422
1998-11-20,6.84194
1998-11-23,6.91746
1998-11-24,6.80422
1998-11-25,6.86074
1998-11-26,6.89855
1998-11-27,6.82303
1998-11-30,6.86074
1998-12-01,6.32289
1998-12-02,6.62487
1998-12-03,6.80422
1998-12-04,6.99298
1998-12-07,6.93636
1998-12-08,6.93636
1998-12-09,6.89855
1998-12-10,6.89855
1998-12-11,6.68159
1998-12-14,6.52104
1998-12-15,6.62487
1998-12-16,6.62487
1998-12-17,6.48333
1998-12-18,6.58716
1998-12-21,6.53995
1998-12-22,6.7193
1998-12-23,6.75701
1998-12-28,6.75701
1998-12-29,6.7193
1998-12-30,6.73811
1998-12-31,7.02129
1999-01-04,7.44591
1999-01-05,7.17233
1999-01-06,7.54974
1999-01-07,7.60635
1999-01-08,8.23863
1999-01-11,8.04057
1999-01-12,7.72909
1999-01-13,7.059
1999-01-14,6.95527
1999-01-15,7.15342
1999-01-18,7.35168
1999-01-19,7.31387
1999-01-20,7.25725
1999-01-21,7.04009
1999-01-22,6.73811
1999-01-25,6.84194
1999-01-26,6.87965
1999-01-27,6.82303
1999-01-28,6.86074
1999-01-29,6.95527
1999-02-01,6.75701
1999-02-02,6.64378
1999-02-03,6.73811
1999-02-04,7.09681
1999-02-05,7.13462
1999-02-08,7.54974
1999-02-09,7.23825
1999-02-10,7.15342
1999-02-11,7.09681
1999-02-12,7.17233
1999-02-15,7.17233
1999-02-16,7.25725
1999-02-17,7.23825
1999-02-18,7.29496
1999-02-19,7.38939
1999-02-22,8.36146
1999-02-23,8.27644
1999-02-24,7.71018
1999-02-25,7.44591
1999-02-26,7.47431
1999-03-01,7.4082
1999-03-02,7.72909
1999-03-03,7.74789
1999-03-04,7.74789
1999-03-05,8.00266
1999-03-08,7.92724
1999-03-09,7.92724
1999-03-10,7.88013
1999-03-11,7.92724
1999-03-12,8.00266
1999-03-15,7.88013
1999-03-16,7.7668
1999-03-17,7.62526
1999-03-18,7.56854
1999-03-19,7.80451
1999-03-22,7.88013
1999-03-23,7.80451
1999-03-24,7.31387
1999-03-25,7.56854
1999-03-26,7.71018
1999-03-29,7.66297
1999-03-30,7.56854
1999-03-31,7.4271
1999-04-01,7.44591
1999-04-06,7.74789
1999-04-07,8.55012
1999-04-08,8.74827
1999-04-09,8.90862
1999-04-12,8.79539
1999-04-13,8.8332
1999-04-14,8.59733
1999-04-15,8.55012
1999-04-16,8.59733
1999-04-19,8.87091
1999-04-20,8.59733
1999-04-21,8.67275
1999-04-22,8.8332
